log_id,municipality_code,citizen_id,category,action_type,target_age_group,action_date,frequency_score,recency_days,engagement_value
L01526,073229,C0128,若者支援,コワーキング利用,20代若者,2024-12-09,3,8,8.8
L01527,073229,C0128,起業支援,図書館利用,20代若者,2024-12-04,5,12,7.8
L01528,073229,C0128,若者支援,コワーキング利用,20代若者,2024-12-05,3,29,7.6
L01529,073229,C0128,起業支援,図書館利用,20代若者,2024-08-01,5,16,6.0
L01530,073229,C0128,教育,コワーキング利用,20代若者,2024-12-14,4,22,8.1
L01531,073229,C0129,起業支援,キャリア相談,20代若者,2024-09-07,3,9,6.1
L01532,073229,C0129,若者支援,補助金申請(オンライン),20代若者,2024-10-11,4,8,6.0
L01533,073229,C0129,教育,図書館利用,20代若者,2024-10-24,3,36,8.9
L01534,073229,C0129,若者支援,補助金申請(オンライン),20代若者,2024-08-18,5,36,5.4
L01535,073229,C0129,起業支援,補助金申請(オンライン),20代若者,2024-08-28,5,11,8.7
L01536,073229,C0129,起業支援,キャリア相談,20代若者,2024-07-30,3,9,5.3
L01537,073229,C0129,起業支援,キャリア相談,20代若者,2024-10-26,3,36,5.6
L01538,073229,C0129,起業支援,コワーキング利用,20代若者,2024-07-13,5,29,6.1
L01539,073229,C0129,起業支援,キャリア相談,20代若者,2024-10-12,5,5,7.1
L01540,073229,C0129,教育,補助金申請(オンライン),20代若者,2024-10-23,4,9,7.2
L01541,073229,C0129,若者支援,補助金申請(オンライン),20代若者,2024-12-27,4,12,7.3
L01542,073229,C0130,教育,キャリア相談,20代若者,2024-10-14,3,10,6.5
L01543,073229,C0130,教育,コワーキング利用,20代若者,2024-10-29,4,17,5.7
L01544,073229,C0130,若者支援,補助金申請(オンライン),20代若者,2024-12-20,3,24,7.8
L01545,073229,C0130,若者支援,キャリア相談,20代若者,2024-11-05,3,33,7.9
L01546,073229,C0130,若者支援,コワーキング利用,20代若者,2024-08-22,3,20,7.0
L01547,073229,C0130,若者支援,キャリア相談,20代若者,2024-11-08,5,33,8.9
L01548,073229,C0130,若者支援,コワーキング利用,20代若者,2024-09-28,3,26,8.2
L01549,073229,C0130,若者支援,補助金申請(オンライン),20代若者,2024-08-03,3,38,6.8
L01550,073229,C0131,起業支援,図書館利用,20代若者,2024-11-29,3,9,5.1
L01551,073229,C0131,若者支援,補助金申請(オンライン),20代若者,2024-12-18,3,35,8.6
L01552,073229,C0131,起業支援,コワーキング利用,20代若者,2024-09-04,5,13,5.1
L01553,073229,C0131,起業支援,コワーキング利用,20代若者,2024-09-20,3,34,7.4
L01554,073229,C0131,起業支援,コワーキング利用,20代若者,2024-07-31,3,36,7.4
L01555,073229,C0131,起業支援,図書館利用,20代若者,2024-07-20,3,32,6.3
L01556,073229,C0131,起業支援,補助金申請(オンライン),20代若者,2024-09-25,3,39,5.5
L01557,073229,C0131,若者支援,コワーキング利用,20代若者,2024-12-02,3,26,5.3
L01558,073229,C0131,教育,図書館利用,20代若者,2024-10-18,3,28,7.2
L01559,073229,C0131,教育,図書館利用,20代若者,2024-11-29,3,13,5.4
L01560,073229,C0131,起業支援,補助金申請(オンライン),20代若者,2024-08-13,3,36,5.3
L01561,073229,C0132,若者支援,コワーキング利用,20代若者,2024-12-31,5,23,6.7
L01562,073229,C0132,教育,図書館利用,20代若者,2024-08-25,3,22,7.1
L01563,073229,C0132,教育,図書館利用,20代若者,2024-08-17,5,7,7.4
L01564,073229,C0132,起業支援,補助金申請(オンライン),20代若者,2024-12-07,3,24,6.4
L01565,073229,C0132,若者支援,図書館利用,20代若者,2024-08-22,3,38,8.9
L01566,073229,C0132,起業支援,キャリア相談,20代若者,2024-11-19,5,19,6.9
L01567,073229,C0133,起業支援,図書館利用,20代若者,2024-09-12,3,17,5.5
L01568,073229,C0133,若者支援,補助金申請(オンライン),20代若者,2024-11-08,3,15,7.7
L01569,073229,C0133,若者支援,コワーキング利用,20代若者,2024-12-16,4,23,5.8
L01570,073229,C0133,教育,キャリア相談,20代若者,2024-12-08,4,7,5.4
L01571,073229,C0133,若者支援,図書館利用,20代若者,2024-08-13,3,36,7.1
L01572,073229,C0133,若者支援,図書館利用,20代若者,2024-10-25,5,25,6.7
L01573,073229,C0133,起業支援,キャリア相談,20代若者,2024-08-31,3,25,5.9
L01574,073229,C0133,若者支援,補助金申請(オンライン),20代若者,2024-08-24,4,19,5.3
L01575,073229,C0133,起業支援,補助金申請(オンライン),20代若者,2024-07-17,4,14,5.9
L01576,073229,C0133,起業支援,補助金申請(オンライン),20代若者,2024-08-18,4,28,5.5
L01577,073229,C0133,起業支援,図書館利用,20代若者,2024-12-12,4,22,5.8
L01578,073229,C0134,若者支援,コワーキング利用,20代若者,2024-09-13,3,12,8.4
L01579,073229,C0134,教育,補助金申請(オンライン),20代若者,2024-08-16,4,19,8.5
L01580,073229,C0134,起業支援,図書館利用,20代若者,2024-12-14,5,15,7.3
L01581,073229,C0134,起業支援,図書館利用,20代若者,2024-07-26,4,38,7.0
L01582,073229,C0134,若者支援,補助金申請(オンライン),20代若者,2024-10-30,4,5,7.9
L01583,073229,C0134,起業支援,図書館利用,20代若者,2024-09-05,4,32,7.3
L01584,073229,C0134,起業支援,図書館利用,20代若者,2024-11-27,3,31,8.9
L01585,073229,C0135,教育,コワーキング利用,20代若者,2024-10-20,5,30,6.9
L01586,073229,C0135,起業支援,コワーキング利用,20代若者,2024-10-27,4,20,5.3
L01587,073229,C0135,若者支援,補助金申請(オンライン),20代若者,2024-08-28,3,27,6.2
L01588,073229,C0135,起業支援,コワーキング利用,20代若者,2024-07-08,4,24,5.6
L01589,073229,C0135,教育,コワーキング利用,20代若者,2024-10-28,4,13,8.5
L01590,073229,C0135,教育,図書館利用,20代若者,2024-10-06,5,34,7.8
L01591,073229,C0136,起業支援,コワーキング利用,20代若者,2024-10-10,5,26,7.1
L01592,073229,C0136,教育,補助金申請(オンライン),20代若者,2024-09-11,5,39,7.3
L01593,073229,C0136,若者支援,コワーキング利用,20代若者,2024-12-09,4,8,7.1
L01594,073229,C0136,起業支援,キャリア相談,20代若者,2024-07-17,3,29,6.5
L01595,073229,C0136,起業支援,コワーキング利用,20代若者,2024-10-05,4,16,7.6
L01596,073229,C0136,起業支援,コワーキング利用,20代若者,2024-11-24,5,18,5.6
L01597,073229,C0137,若者支援,コワーキング利用,20代若者,2024-12-17,4,18,8.0
L01598,073229,C0137,若者支援,キャリア相談,20代若者,2024-10-02,4,37,7.7
L01599,073229,C0137,教育,コワーキング利用,20代若者,2024-07-20,4,27,6.8
L01600,073229,C0137,起業支援,コワーキング利用,20代若者,2024-11-01,5,39,7.7
L01601,073229,C0137,起業支援,キャリア相談,20代若者,2024-10-27,5,28,8.2
L01602,073229,C0137,起業支援,コワーキング利用,20代若者,2024-08-21,4,10,5.3
L01603,073229,C0137,若者支援,キャリア相談,20代若者,2024-07-23,3,15,6.1
L01604,073229,C0137,起業支援,図書館利用,20代若者,2024-11-08,3,18,7.1
L01605,073229,C0138,若者支援,キャリア相談,20代若者,2024-10-18,5,39,8.7
L01606,073229,C0138,教育,キャリア相談,20代若者,2024-10-19,4,6,6.2
L01607,073229,C0138,若者支援,コワーキング利用,20代若者,2024-09-01,5,26,6.6
L01608,073229,C0138,教育,キャリア相談,20代若者,2024-11-05,5,38,8.4
L01609,073229,C0138,教育,補助金申請(オンライン),20代若者,2024-09-19,5,13,8.6
L01610,073229,C0138,教育,図書館利用,20代若者,2024-09-08,3,35,6.5
L01611,073229,C0138,教育,コワーキング利用,20代若者,2024-08-10,4,23,6.8
L01612,073229,C0138,若者支援,図書館利用,20代若者,2024-11-18,4,16,8.9
L01613,073229,C0138,起業支援,図書館利用,20代若者,2024-08-14,3,12,5.2
L01614,073229,C0138,教育,図書館利用,20代若者,2024-10-24,4,28,5.7
L01615,073229,C0138,起業支援,コワーキング利用,20代若者,2024-12-21,4,27,5.6
L01616,073229,C0139,起業支援,図書館利用,20代若者,2024-11-17,4,12,8.7
L01617,073229,C0139,教育,補助金申請(オンライン),20代若者,2024-08-10,4,25,5.6
L01618,073229,C0139,起業支援,キャリア相談,20代若者,2024-12-16,5,23,6.9
L01619,073229,C0139,教育,図書館利用,20代若者,2024-11-25,5,33,6.4
L01620,073229,C0139,若者支援,補助金申請(オンライン),20代若者,2024-07-14,3,40,5.5
L01621,073229,C0139,若者支援,補助金申請(オンライン),20代若者,2024-12-09,3,33,6.4
L01622,073229,C0139,教育,コワーキング利用,20代若者,2024-12-06,5,17,7.3
L01623,073229,C0139,若者支援,キャリア相談,20代若者,2024-08-23,3,10,7.2
L01624,073229,C0139,教育,コワーキング利用,20代若者,2024-11-12,4,17,7.0
L01625,073229,C0140,起業支援,コワーキング利用,20代若者,2024-12-21,4,30,5.6
L01626,073229,C0140,教育,キャリア相談,20代若者,2024-10-10,4,5,6.1
L01627,073229,C0140,教育,キャリア相談,20代若者,2024-10-26,5,10,5.9
L01628,073229,C0140,教育,補助金申請(オンライン),20代若者,2024-10-25,4,15,8.2
L01629,073229,C0140,教育,補助金申請(オンライン),20代若者,2024-08-08,5,10,5.6
L01630,073229,C0140,教育,補助金申請(オンライン),20代若者,2024-11-15,4,9,8.7
L01631,073229,C0140,起業支援,補助金申請(オンライン),20代若者,2024-07-26,3,31,7.6
L01632,073229,C0140,教育,補助金申請(オンライン),20代若者,2024-08-17,5,34,7.8
L01633,073229,C0140,若者支援,図書館利用,20代若者,2024-08-20,4,23,7.2
L01634,073229,C0140,若者支援,キャリア相談,20代若者,2024-11-30,4,36,7.2
L01635,073229,C0141,行政手続き,マイナンバー手続き,50代以上,2024-09-18,4,70,4.4
L01636,073229,C0141,教育,マイナンバー手続き,50代以上,2024-08-18,3,41,4.1
L01637,073229,C0141,教育,マイナンバー手続き,50代以上,2024-07-21,4,56,6.0
L01638,073229,C0141,教育,マイナンバー手続き,50代以上,2024-12-11,4,70,7.4
L01639,073229,C0142,行政手続き,マイナンバー手続き,50代以上,2024-08-14,4,17,4.5
L01640,073229,C0142,教育,図書館利用,50代以上,2024-08-07,3,30,4.2
L01641,073229,C0142,教育,マイナンバー手続き,50代以上,2024-12-13,3,16,5.0
L01642,073229,C0142,行政手続き,図書館利用,50代以上,2024-08-22,4,33,6.7
L01643,073229,C0142,行政手続き,図書館利用,50代以上,2024-09-24,3,48,5.0
L01644,073229,C0142,教育,窓口申請,50代以上,2024-11-17,4,55,6.9
L01645,073229,C0143,教育,マイナンバー手続き,40代,2024-09-29,2,23,4.8
L01646,073229,C0143,行政手続き,オンライン申請,40代,2024-11-24,4,77,7.0
L01647,073229,C0143,行政手続き,窓口申請,40代,2024-10-29,2,24,6.9
L01648,073229,C0143,行政手続き,窓口申請,40代,2024-10-01,3,56,4.5
L01649,073229,C0143,教育,図書館利用,40代,2024-11-14,3,32,6.5
L01650,073229,C0143,行政手続き,オンライン申請,40代,2024-08-29,2,28,6.4
L01651,073229,C0143,教育,窓口申請,40代,2024-08-26,2,20,5.5
L01652,073229,C0143,行政手続き,オンライン申請,40代,2024-07-08,3,65,4.1
L01653,073229,C0144,行政手続き,マイナンバー手続き,40代,2024-08-03,3,15,4.2
L01654,073229,C0144,行政手続き,窓口申請,40代,2024-08-04,4,36,6.1
L01655,073229,C0144,行政手続き,窓口申請,40代,2024-12-22,3,13,4.3
L01656,073229,C0144,教育,図書館利用,40代,2024-10-01,3,30,7.0
L01657,073229,C0144,行政手続き,図書館利用,40代,2024-11-26,2,22,6.9
L01658,073229,C0144,行政手続き,図書館利用,40代,2024-08-28,4,34,7.4
L01659,073229,C0144,行政手続き,図書館利用,40代,2024-07-05,4,22,7.2
L01660,073229,C0144,教育,マイナンバー手続き,40代,2024-12-29,4,33,5.5
L01661,073229,C0144,行政手続き,窓口申請,40代,2024-10-02,3,64,4.7
L01662,073229,C0144,行政手続き,マイナンバー手続き,40代,2024-08-01,3,25,5.6
L01663,073229,C0145,教育,図書館利用,50代以上,2024-07-14,2,51,5.7
L01664,073229,C0145,教育,マイナンバー手続き,50代以上,2024-10-28,4,49,6.4
L01665,073229,C0145,教育,窓口申請,50代以上,2024-11-22,3,47,7.4
L01666,073229,C0145,教育,窓口申請,50代以上,2024-07-21,3,57,4.6
L01667,073229,C0145,教育,図書館利用,50代以上,2024-07-30,3,66,5.8
L01668,073229,C0145,行政手続き,窓口申請,50代以上,2024-08-09,3,61,6.4
L01669,073229,C0145,行政手続き,図書館利用,50代以上,2024-08-16,2,56,7.4
L01670,073229,C0146,教育,窓口申請,40代,2024-09-01,3,73,5.0
L01671,073229,C0146,教育,図書館利用,40代,2024-10-14,3,70,6.3
L01672,073229,C0146,教育,マイナンバー手続き,40代,2024-11-11,3,28,6.7
L01673,073229,C0146,行政手続き,窓口申請,40代,2024-09-06,3,73,4.8
L01674,073229,C0146,行政手続き,窓口申請,40代,2024-07-29,4,16,6.9
L01675,073229,C0146,教育,図書館利用,40代,2024-07-10,2,58,6.1
L01676,073229,C0146,教育,窓口申請,40代,2024-09-19,4,22,6.7
L01677,073229,C0146,教育,マイナンバー手続き,40代,2024-08-24,3,73,5.7
L01678,073229,C0147,行政手続き,窓口申請,40代,2024-10-22,2,59,5.6
L01679,073229,C0147,教育,マイナンバー手続き,40代,2024-10-29,2,14,4.6
L01680,073229,C0147,教育,図書館利用,40代,2024-08-15,3,65,4.5
L01681,073229,C0147,教育,マイナンバー手続き,40代,2024-08-01,4,72,6.3
L01682,073229,C0147,教育,マイナンバー手続き,40代,2024-11-24,2,74,4.2
L01683,073229,C0147,教育,マイナンバー手続き,40代,2024-12-02,3,55,6.7
L01684,073229,C0148,行政手続き,オンライン申請,40代,2024-10-05,3,13,6.7
L01685,073229,C0148,教育,マイナンバー手続き,40代,2024-07-28,3,54,7.5
L01686,073229,C0148,教育,マイナンバー手続き,40代,2024-07-18,4,41,4.9
L01687,073229,C0148,教育,図書館利用,40代,2024-07-25,4,18,7.0
L01688,073229,C0149,教育,窓口申請,40代,2024-10-29,4,64,6.0
L01689,073229,C0149,教育,マイナンバー手続き,40代,2024-07-09,4,70,6.1
L01690,073229,C0149,教育,マイナンバー手続き,40代,2024-11-27,3,51,6.0
L01691,073229,C0149,教育,窓口申請,40代,2024-12-27,4,36,5.2
L01692,073229,C0149,教育,窓口申請,40代,2024-12-08,3,56,7.4
L01693,073229,C0150,行政手続き,図書館利用,40代,2024-08-27,3,43,4.2
L01694,073229,C0150,教育,窓口申請,40代,2024-12-10,4,21,6.5
L01695,073229,C0150,行政手続き,図書館利用,40代,2024-09-28,3,18,6.0
L01696,073229,C0150,教育,マイナンバー手続き,40代,2024-08-26,3,19,6.3
L01697,073229,C0150,教育,図書館利用,40代,2024-09-18,3,79,5.1
L01698,073229,C0150,教育,マイナンバー手続き,40代,2024-09-06,4,75,5.6
L01699,073229,C0150,行政手続き,窓口申請,40代,2024-12-11,4,76,7.0
L01700,073229,C0150,教育,窓口申請,40代,2024-12-20,4,69,4.9
L01701,073229,C0150,教育,図書館利用,40代,2024-12-11,2,76,4.7
L01702,073229,C0151,教育,マイナンバー手続き,50代以上,2024-10-17,3,18,6.2
L01703,073229,C0151,教育,マイナンバー手続き,50代以上,2024-09-15,4,30,4.9
L01704,073229,C0151,行政手続き,窓口申請,50代以上,2024-09-03,2,29,4.7
L01705,073229,C0151,行政手続き,窓口申請,50代以上,2024-10-30,3,65,5.5
L01706,073229,C0151,行政手続き,オンライン申請,50代以上,2024-08-13,3,27,4.1
L01707,073229,C0152,行政手続き,図書館利用,50代以上,2024-07-14,4,72,6.7
L01708,073229,C0152,行政手続き,窓口申請,50代以上,2024-09-22,4,48,7.0
L01709,073229,C0152,教育,マイナンバー手続き,50代以上,2024-12-22,4,21,5.4
L01710,073229,C0152,行政手続き,窓口申請,50代以上,2024-08-01,4,74,7.3
L01711,073229,C0152,教育,マイナンバー手続き,50代以上,2024-07-27,2,25,6.7
L01712,073229,C0152,教育,マイナンバー手続き,50代以上,2024-11-30,4,59,6.8
L01713,073229,C0153,行政手続き,オンライン申請,50代以上,2024-08-27,3,66,5.4
L01714,073229,C0153,行政手続き,窓口申請,50代以上,2024-11-17,3,24,5.1
L01715,073229,C0153,教育,マイナンバー手続き,50代以上,2024-12-25,2,45,7.1
L01716,073229,C0153,行政手続き,窓口申請,50代以上,2024-11-02,4,57,6.9
L01717,073229,C0153,行政手続き,オンライン申請,50代以上,2024-12-20,2,40,4.9
L01718,073229,C0153,教育,マイナンバー手続き,50代以上,2024-12-14,4,56,7.2
L01719,073229,C0153,行政手続き,オンライン申請,50代以上,2024-10-25,3,11,7.2
L01720,073229,C0154,行政手続き,窓口申請,40代,2024-08-26,2,66,6.2
L01721,073229,C0154,教育,窓口申請,40代,2024-09-12,2,72,5.6
L01722,073229,C0154,教育,マイナンバー手続き,40代,2024-10-20,2,30,6.4
L01723,073229,C0154,行政手続き,窓口申請,40代,2024-10-19,4,80,6.6
L01724,073229,C0154,教育,図書館利用,40代,2024-07-11,2,33,6.2
L01725,073229,C0154,行政手続き,オンライン申請,40代,2024-10-14,2,49,5.1
L01726,073229,C0155,行政手続き,窓口申請,40代,2024-09-23,3,71,7.1
L01727,073229,C0155,行政手続き,窓口申請,40代,2024-08-17,4,51,6.8
L01728,073229,C0155,行政手続き,オンライン申請,40代,2024-10-18,3,33,5.4
L01729,073229,C0155,教育,図書館利用,40代,2024-08-30,2,12,7.2
L01730,073229,C0155,行政手続き,オンライン申請,40代,2024-10-30,2,43,6.5
L01731,073229,C0156,教育,窓口申請,40代,2024-07-26,3,31,7.3
L01732,073229,C0156,行政手続き,窓口申請,40代,2024-11-15,3,68,6.9
L01733,073229,C0156,教育,窓口申請,40代,2024-08-30,4,36,4.7
L01734,073229,C0156,教育,マイナンバー手続き,40代,2024-11-07,3,26,5.5
L01735,073229,C0156,行政手続き,図書館利用,40代,2024-08-28,3,34,5.5
L01736,073229,C0156,教育,窓口申請,40代,2024-07-11,3,43,4.8
L01737,073229,C0156,教育,窓口申請,40代,2024-10-06,4,68,4.3
L01738,073229,C0157,教育,図書館利用,50代以上,2024-08-27,4,59,6.5
L01739,073229,C0157,教育,窓口申請,50代以上,2024-07-28,4,17,4.2
L01740,073229,C0157,行政手続き,窓口申請,50代以上,2024-10-02,4,15,4.0
L01741,073229,C0157,教育,マイナンバー手続き,50代以上,2024-10-13,4,57,4.5
L01742,073229,C0157,行政手続き,オンライン申請,50代以上,2024-09-08,2,74,5.7
L01743,073229,C0157,教育,マイナンバー手続き,50代以上,2024-08-06,2,50,6.5
L01744,073229,C0157,教育,窓口申請,50代以上,2024-09-08,2,50,4.2
L01745,073229,C0157,行政手続き,窓口申請,50代以上,2024-09-13,4,56,7.2
L01746,073229,C0157,教育,マイナンバー手続き,50代以上,2024-12-07,3,76,5.1
L01747,073229,C0157,行政手続き,窓口申請,50代以上,2024-11-06,2,66,4.2
L01748,073229,C0158,教育,マイナンバー手続き,40代,2024-08-14,4,69,5.5
L01749,073229,C0158,教育,窓口申請,40代,2024-10-25,3,72,5.6
L01750,073229,C0158,行政手続き,オンライン申請,40代,2024-08-04,3,21,4.7
L01751,073229,C0158,教育,窓口申請,40代,2024-08-16,4,75,6.9
L01752,073229,C0158,行政手続き,オンライン申請,40代,2024-11-15,4,33,5.5
L01753,073229,C0159,行政手続き,マイナンバー手続き,40代,2024-07-10,3,25,5.4
L01754,073229,C0159,行政手続き,マイナンバー手続き,40代,2024-08-12,2,20,5.6
L01755,073229,C0159,教育,マイナンバー手続き,40代,2024-12-11,3,10,5.2
L01756,073229,C0159,行政手続き,図書館利用,40代,2024-12-10,3,51,7.3
L01757,073229,C0159,行政手続き,窓口申請,40代,2024-07-16,4,46,5.1
L01758,073229,C0159,行政手続き,図書館利用,40代,2024-07-22,4,58,4.3
L01759,073229,C0159,教育,窓口申請,40代,2024-09-03,3,21,4.1
L01760,073229,C0159,行政手続き,窓口申請,40代,2024-10-11,3,46,6.3
L01761,073229,C0159,行政手続き,窓口申請,40代,2024-09-18,3,65,6.6
L01762,073229,C0159,教育,図書館利用,40代,2024-12-05,2,55,6.3
L01763,073229,C0160,教育,マイナンバー手続き,50代以上,2024-11-02,3,64,4.3
L01764,073229,C0160,教育,マイナンバー手続き,50代以上,2024-12-08,2,65,6.2
L01765,073229,C0160,行政手続き,オンライン申請,50代以上,2024-11-12,3,69,6.4
L01766,073229,C0160,行政手続き,窓口申請,50代以上,2024-11-15,4,77,4.3
L01767,073229,C0160,教育,マイナンバー手続き,50代以上,2024-07-24,3,48,4.5
L01768,073229,C0160,行政手続き,窓口申請,50代以上,2024-09-05,4,64,5.0
L01769,073229,C0160,行政手続き,オンライン申請,50代以上,2024-07-15,4,23,5.8
L01770,073229,C0160,教育,窓口申請,50代以上,2024-10-30,4,42,5.2
L01771,073229,C0161,行政手続き,図書館利用,50代以上,2024-12-20,3,32,6.8
L01772,073229,C0161,教育,窓口申請,50代以上,2024-07-25,3,48,5.1
L01773,073229,C0161,教育,図書館利用,50代以上,2024-10-27,4,43,5.2
L01774,073229,C0161,行政手続き,窓口申請,50代以上,2024-08-20,2,43,7.1
L01775,073229,C0161,行政手続き,マイナンバー手続き,50代以上,2024-11-17,2,10,5.4
L01776,073229,C0161,行政手続き,窓口申請,50代以上,2024-12-18,3,68,6.4
L01777,073229,C0161,教育,マイナンバー手続き,50代以上,2024-12-09,4,56,6.4
L01778,073229,C0161,教育,マイナンバー手続き,50代以上,2024-07-26,2,27,4.0
L01779,073229,C0161,行政手続き,窓口申請,50代以上,2024-12-29,2,13,4.7
L01780,073229,C0161,行政手続き,図書館利用,50代以上,2024-09-03,3,78,4.7
L01781,073229,C0162,教育,窓口申請,40代,2024-08-02,2,29,6.6
L01782,073229,C0162,教育,マイナンバー手続き,40代,2024-11-01,2,67,6.0
L01783,073229,C0162,行政手続き,窓口申請,40代,2024-11-26,3,16,5.2
L01784,073229,C0162,行政手続き,窓口申請,40代,2024-10-18,3,80,7.5
L01785,073229,C0162,行政手続き,窓口申請,40代,2024-10-14,3,75,6.1
L01786,073229,C0162,教育,窓口申請,40代,2024-07-19,4,12,5.5
L01787,073229,C0162,教育,図書館利用,40代,2024-07-20,3,63,7.1
L01788,073229,C0163,教育,マイナンバー手続き,40代,2024-12-29,3,12,4.6
L01789,073229,C0163,行政手続き,マイナンバー手続き,40代,2024-09-30,3,39,5.8
L01790,073229,C0163,教育,図書館利用,40代,2024-12-19,3,26,7.1
L01791,073229,C0163,教育,マイナンバー手続き,40代,2024-12-23,4,56,6.8
L01792,073229,C0163,行政手続き,図書館利用,40代,2024-08-26,3,21,6.3
L01793,073229,C0163,行政手続き,窓口申請,40代,2024-08-24,2,72,4.4
L01794,073229,C0163,教育,マイナンバー手続き,40代,2024-09-19,2,36,5.9
L01795,073229,C0163,行政手続き,マイナンバー手続き,40代,2024-09-08,3,30,4.6
L01796,073229,C0164,行政手続き,窓口申請,50代以上,2024-10-22,2,39,4.4
L01797,073229,C0164,行政手続き,窓口申請,50代以上,2024-09-08,3,55,6.7
L01798,073229,C0164,教育,窓口申請,50代以上,2024-12-27,4,23,6.5
L01799,073229,C0164,教育,マイナンバー手続き,50代以上,2024-08-01,2,23,6.9
L01800,073229,C0164,行政手続き,オンライン申請,50代以上,2024-08-15,4,25,7.0
L01801,073229,C0164,教育,窓口申請,50代以上,2024-09-16,4,66,6.7
L01802,073229,C0164,教育,図書館利用,50代以上,2024-07-29,2,56,5.2
L01803,073229,C0164,行政手続き,オンライン申請,50代以上,2024-08-24,3,63,6.7
L01804,073229,C0165,教育,マイナンバー手続き,40代,2024-11-10,2,20,4.9
L01805,073229,C0165,教育,マイナンバー手続き,40代,2024-12-12,4,41,4.5
L01806,073229,C0165,教育,窓口申請,40代,2024-08-08,3,62,7.2
L01807,073229,C0165,教育,図書館利用,40代,2024-12-25,3,13,5.5
L01808,073229,C0165,行政手続き,図書館利用,40代,2024-11-13,2,20,5.2
L01809,073229,C0165,教育,窓口申請,40代,2024-10-23,2,60,6.7
L01810,073229,C0165,行政手続き,図書館利用,40代,2024-07-18,4,76,7.4
L01811,073229,C0165,教育,マイナンバー手続き,40代,2024-12-25,4,80,7.1
L01812,073229,C0165,教育,マイナンバー手続き,40代,2024-07-06,3,77,6.1
L01813,073229,C0165,行政手続き,図書館利用,40代,2024-10-15,3,36,7.1
L01814,073229,C0166,教育,図書館利用,50代以上,2024-10-15,2,48,4.3
L01815,073229,C0166,教育,マイナンバー手続き,50代以上,2024-08-05,4,79,5.0
L01816,073229,C0166,行政手続き,図書館利用,50代以上,2024-11-22,3,76,5.2
L01817,073229,C0166,行政手続き,窓口申請,50代以上,2024-07-11,4,43,4.8
L01818,073229,C0166,教育,図書館利用,50代以上,2024-10-20,4,24,6.6
L01819,073229,C0166,教育,マイナンバー手続き,50代以上,2024-12-11,4,55,4.4
L01820,073229,C0166,行政手続き,マイナンバー手続き,50代以上,2024-09-18,4,10,5.6
L01821,073229,C0166,行政手続き,図書館利用,50代以上,2024-11-29,4,78,7.0
L01822,073229,C0167,行政手続き,窓口申請,40代,2024-11-14,4,41,4.4
L01823,073229,C0167,行政手続き,窓口申請,40代,2024-10-28,2,28,6.5
L01824,073229,C0167,教育,窓口申請,40代,2024-07-27,2,64,7.1
L01825,073229,C0167,教育,窓口申請,40代,2024-10-26,2,57,6.4
L01826,073229,C0167,教育,図書館利用,40代,2024-11-24,4,60,7.1
L01827,073229,C0167,教育,図書館利用,40代,2024-10-20,3,72,6.6
L01828,073229,C0168,行政手続き,窓口申請,40代,2024-10-29,2,75,7.0
L01829,073229,C0168,行政手続き,オンライン申請,40代,2024-10-28,3,14,6.6
L01830,073229,C0168,教育,窓口申請,40代,2024-12-05,3,24,4.4
L01831,073229,C0168,教育,窓口申請,40代,2024-11-14,2,25,5.3
L01832,073229,C0168,教育,マイナンバー手続き,40代,2024-09-17,3,13,6.8
L01833,073229,C0169,教育,マイナンバー手続き,40代,2024-08-28,2,72,4.0
L01834,073229,C0169,教育,窓口申請,40代,2024-07-15,3,71,6.0
L01835,073229,C0169,教育,マイナンバー手続き,40代,2024-10-08,3,26,6.7
L01836,073229,C0169,教育,マイナンバー手続き,40代,2024-12-21,3,29,7.0
L01837,073229,C0169,教育,窓口申請,40代,2024-12-10,4,62,5.4
L01838,073229,C0169,教育,マイナンバー手続き,40代,2024-11-19,2,66,6.6
L01839,073229,C0169,行政手続き,窓口申請,40代,2024-07-10,4,49,6.0
L01840,073229,C0169,行政手続き,図書館利用,40代,2024-11-24,2,34,7.3
L01841,073229,C0170,行政手続き,窓口申請,50代以上,2024-11-09,2,25,6.3
L01842,073229,C0170,行政手続き,オンライン申請,50代以上,2024-09-12,2,41,6.9
L01843,073229,C0170,教育,窓口申請,50代以上,2024-11-17,4,51,5.4
L01844,073229,C0170,行政手続き,窓口申請,50代以上,2024-07-09,3,65,4.6
L01845,073229,C0170,行政手続き,窓口申請,50代以上,2024-10-09,3,21,4.4
L01846,073229,C0170,行政手続き,オンライン申請,50代以上,2024-09-15,2,33,4.9
L01847,073229,C0170,行政手続き,オンライン申請,50代以上,2024-09-20,3,31,4.2
L01848,073229,C0170,教育,窓口申請,50代以上,2024-07-10,4,17,5.0
L01849,073229,C0170,行政手続き,窓口申請,50代以上,2024-08-09,3,51,4.9
L01850,073229,C0170,行政手続き,オンライン申請,50代以上,2024-08-24,2,40,5.7
L01851,073229,C0171,教育,窓口申請,50代以上,2024-09-23,3,80,5.4
L01852,073229,C0171,教育,窓口申請,50代以上,2024-10-16,4,39,7.2
L01853,073229,C0171,行政手続き,マイナンバー手続き,50代以上,2024-11-22,4,22,4.9
L01854,073229,C0171,行政手続き,マイナンバー手続き,50代以上,2024-11-26,3,67,4.3
L01855,073229,C0171,行政手続き,窓口申請,50代以上,2024-10-07,4,31,6.7
